Process 1
Received total number of points (1000000)
Local number of points: 125000
(-1503072, 1787254)
(-1503067, 1254764)
(-1503066, -73341)
(-1503065, -1904189)
(-1503064, 381415)
(-1503063, -1447142)
(-1503059, -1291189)
(-1503049, 1557777)
(-1503048, -1445689)
(-1503044, -1306812)
(-1503040, -44975)
(-1503036, -1610539)
(-1503027, 466009)
(-1503021, -1200591)
(-1503020, -1947985)
(-1503015, -1193563)
(-1503014, -1088005)
(-1503013, -441867)
(-1502997, -319157)
(-1502989, 1530382)
(-1502986, -1053113)
(-1502984, 747743)
(-1502982, 342204)
(-1502979, -370526)
(-1502979, -779380)
(-1502978, -1669424)
(-1502978, 345842)
(-1502976, 1343011)
(-1502973, -1477068)
(-1502971, 276534)
(-1502967, -1012710)
(-1502965, -1526523)
(-1502962, 1218779)
(-1502960, -1171850)
(-1502959, 1996738)
(-1502955, 1079609)
(-1502954, -637687)
(-1502952, -879356)
(-1502949, -490785)
(-1502948, 411009)
(-1502943, 1952794)
(-1502939, -1285989)
(-1502939, 642480)
(-1502926, 1073364)
(-1502925, -1057067)
(-1502924, -825769)
(-1502921, 1074289)
(-1502896, 39952)
(-1502895, -1988989)
(-1502891, -1437370)
(-1502887, 1294829)
(-1502875, 745337)
(-1502875, -1137860)
(-1502868, -1201689)
(-1502864, 1577727)
(-1502861, -58154)
(-1502858, -1691280)
(-1502858, -1327198)
(-1502855, -242378)
(-1502850, 415975)
(-1502850, 1062682)
(-1502850, -1768680)
(-1502849, 1394119)
(-1502846, 731643)
(-1502844, -296843)
(-1502844, 555565)
(-1502842, 477060)
(-1502841, 1116909)
(-1502841, 221959)
(-1502835, 1620066)
(-1502832, -710253)
(-1502831, 107063)
(-1502828, 855689)
(-1502825, 1627879)
(-1502818, 931932)
(-1502817, 1059489)
(-1502817, -647223)
(-1502816, 1285237)
(-1502814, 1100700)
(-1502810, -899605)
(-1502808, 370505)
(-1502800, -269196)
(-1502798, -710361)
(-1502791, 1130629)
(-1502790, 917387)
(-1502787, -1808313)
(-1502784, -153274)
(-1502784, 1540794)
(-1502783, 673700)
(-1502777, -97354)
(-1502775, 1746440)
(-1502767, -1256311)
(-1502767, 133109)
(-1502765, 1260197)
(-1502759, 1940985)
(-1502755, 65582)
(-1502749, 19572)
(-1502745, 976801)
(-1502741, -1364387)
(-1502741, 285786)
(-1502738, -1778286)
(-1502737, 797286)
(-1502736, 339420)
(-1502731, -872096)
(-1502729, -1742065)
(-1502726, 1339707)
(-1502719, -1790418)
(-1502718, -380896)
(-1502717, 1175105)
(-1502716, -399871)
(-1502710, 1457819)
(-1502703, -1619680)
(-1502695, -1137073)
(-1502691, -1872653)
(-1502689, 570618)
(-1502688, 142412)
(-1502685, -753266)
(-1502682, -1397099)
(-1502679, 937122)
(-1502675, -1392320)
(-1502668, 1162547)
(-1502667, -12947)
(-1502667, -235161)
(-1502665, -342043)
