Process 6
Received total number of points (1000000)
Local number of points: 125000
(999671, 1261319)
(999686, 395406)
(999694, 1720898)
(999696, 1095911)
(999704, 1867578)
(999713, -69591)
(999713, 1874613)
(999716, -1605460)
(999717, -1638277)
(999718, -1683351)
(999725, 733381)
(999727, -1288583)
(999732, 485611)
(999732, 834044)
(999734, 249481)
(999736, 1176596)
(999746, -1658129)
(999748, 1744276)
(999749, 1178646)
(999750, -612510)
(999757, 87542)
(999763, 1767553)
(999764, -797210)
(999764, 610134)
(999767, -1803559)
(999768, -1222632)
(999769, -217889)
(999778, -679772)
(999783, 1039328)
(999786, 826495)
(999786, 1944404)
(999806, -14019)
(999807, 186344)
(999807, -463059)
(999808, 1194758)
(999816, -1396452)
(999821, -1212467)
(999821, 1145616)
(999822, -488746)
(999823, -1801273)
(999827, 1397456)
(999828, 1225862)
(999829, 1756110)
(999834, -1826411)
(999838, 1989291)
(999841, 1918732)
(999844, -696919)
(999845, -1823269)
(999852, -261467)
(999852, -1607090)
(999856, 1244193)
(999857, 1820172)
(999865, -1280097)
(999867, 491271)
(999870, -1849855)
(999870, -1567817)
(999870, -219408)
(999871, 1670239)
(999876, 1960735)
(999879, -652392)
(999882, 1445192)
(999887, 700541)
(999893, -1899779)
(999895, -1116882)
(999897, 1841505)
(999900, 673179)
(999908, 973134)
(999910, -1095852)
(999912, 130212)
(999918, 1272291)
(999919, 1186299)
(999920, 558192)
(999922, 1895100)
(999922, 827670)
(999923, 531565)
(999924, 1189546)
(999927, 1911874)
(999932, 963304)
(999938, -216620)
(999941, 1889017)
(999945, -1158355)
(999948, 793009)
(999948, 1741019)
(999952, 1433732)
(999957, 344643)
(999963, -833801)
(999966, 364321)
(999967, 298277)
(999968, 92617)
(999982, -1368559)
(999986, 554038)
(999990, -165542)
(999992, 1803007)
(999993, 1050132)
(999995, 784622)
(1000003, -603640)
(1000004, 985929)
(1000016, -1795935)
(1000020, 1883783)
(1000021, -1755609)
(1000023, 1551553)
(1000029, -1227998)
(1000030, 740504)
(1000032, 1144862)
(1000036, 1672565)
(1000039, 1664453)
(1000040, -825877)
(1000040, 304116)
(1000040, 20435)
(1000060, 122450)
(1000065, -150767)
(1000066, 779042)
(1000076, 1106893)
(1000088, -104017)
(1000088, -1045456)
(1000094, -236252)
(1000106, 1113848)
(1000124, 1141858)
(1000130, 1172026)
(1000138, -1147195)
(1000148, 97448)
(1000148, -1119231)
(1000163, 1849801)
(1000163, 772432)
(1000164, -1293690)
(1000166, -70902)
(1000172, -1853204)
(1000172, -1355200)
(1000174, -215866)
(1000175, 522700)
(1000179, 319982)
(1000184, -427392)
(1000187, -477936)
(1000190, 112961)
(1000193, 1952116)
(1000196, -1560612)
(1000204, 1291542)
(1000205, 321599)
(1000214, -489574)
(1000225, 650686)
(1000231, -526362)
(1000255, 656254)
(1000260, 1704704)
(1000262, 1875581)
(1000262, -420304)
(1000263, -315270)
(1000264, 198085)
(1000272, 1983461)
(1000274, 1793013)
(1000276, 538681)
(1000279, 243957)
(1000280, 707857)
(1000280, -301677)
(1000284, 1216166)
(1000290, 1005075)
(1000293, -1285902)
(1000296, -1993969)
(1000301, 453035)
(1000301, 1123761)
(1000302, -1453490)
(1000310, 1063366)
(1000319, -524863)
(1000322, 1973839)
(1000326, -1201058)
(1000328, -488107)
(1000329, -764832)
(1000352, -22994)
(1000353, 1508819)
(1000361, 1586350)
(1000362, -932479)
(1000375, 706004)
(1000376, -1927700)
(1000377, -468662)
(1000380, 1311366)
(1000385, -1482632)
(1000404, -1704928)
(1000406, 1129329)
(1000406, -699485)
(1000414, 904021)
(1000414, -1240817)
(1000415, 1000546)
(1000423, 1450240)
(1000428, -514788)
(1000431, -1588903)
(1000431, -788932)
(1000433, 1736139)
(1000435, -577082)
(1000436, -224804)
(1000436, 1648095)
(1000445, -420656)
(1000447, 1673282)
(1000453, 653551)
(1000459, -1820839)
(1000462, -1873888)
(1000463, 422019)
(1000468, 329684)
(1000470, 712721)
(1000472, -201531)
(1000474, -1745026)
(1000474, 461400)
(1000480, -1774684)
(1000486, -1164164)
(1000492, 1019533)
(1000493, -471167)
(1000495, 1834960)
(1000502, -480385)
(1000514, -1695106)
(1000515, -554720)
(1000517, 174189)
(1000523, -1406693)
(1000525, -128319)
(1000529, 1285959)
(1000531, 873887)
(1000532, -602195)
(1000552, 786507)
(1000553, 642004)
(1000554, 600690)
(1000562, -686761)
(1000563, 1575228)
(1000567, -1198766)
(1000568, -973967)
(1000571, 1471527)
(1000583, -1515303)
(1000584, -97544)
(1000592, 634843)
(1000603, -979952)
(1000605, 727275)
(1000611, 1297669)
(1000621, 731224)
(1000628, 1326870)
(1000630, -700373)
(1000634, 614148)
(1000641, 1915983)
(1000642, -528665)
(1000644, -1396996)
(1000651, -1977463)
(1000661, -1200902)
(1000668, 300920)
(1000676, 1060468)
(1000686, 449999)
(1000687, 1236472)
(1000698, -1137359)
(1000703, 1581426)
(1000707, -1211170)
(1000709, -1510294)
(1000728, 1506770)
(1000732, -1939421)
(1000733, -1242592)
(1000734, 1155581)
(1000736, -970549)
(1000737, 1770305)
(1000750, 1475685)
(1000752, -1267838)
(1000752, 164503)
(1000761, -1760411)
(1000761, -21630)
(1000769, 1135303)
(1000775, 336095)
(1000778, -814062)
(1000785, 522873)
(1000789, 1597944)
(1000797, 1662967)
(1000800, 1370214)
(1000802, -1530905)
(1000804, 1595956)
(1000805, 5277)
(1000808, -369303)
(1000811, 696790)
(1000811, -752709)
(1000819, 1671021)
(1000828, -184046)
(1000831, 1310646)
(1000838, -482125)
(1000846, -1446460)
(1000848, 169564)
(1000848, -366723)
(1000851, -706588)
(1000852, -1584751)
(1000857, 800364)
(1000858, -69743)
(1000863, -1494028)
(1000868, 1973151)
(1000869, -1473439)
(1000870, -1099079)
(1000873, 1437375)
(1000874, -141094)
(1000881, 1532156)
(1000888, 1902459)
(1000889, -317719)
(1000890, 119408)
(1000891, 1230613)
(1000891, 239439)
(1000892, 1359960)
(1000893, -1480374)
(1000898, 1624015)
(1000900, 1064279)
(1000903, -236130)
(1000918, -1183067)
(1000919, -538628)
(1000921, 396205)
(1000926, 1950452)
(1000935, -1824985)
(1000938, 384443)
(1000945, -1454212)
(1000948, 1928785)
(1000949, -499807)
(1000952, -1819818)
(1000955, 1779932)
(1000961, -1180431)
(1000965, -1602829)
(1000966, 1708818)
(1000973, -789942)
(1000976, 1767716)
(1000979, -1201324)
(1000982, 1114155)
(1000983, 708527)
(1000985, -1669245)
(1000990, -432838)
(1000993, -1087738)
(1001000, -1459886)
(1001000, -1762270)
(1001007, 584585)
(1001017, -1552370)
(1001018, 369318)
(1001021, 262135)
(1001026, -1798885)
(1001033, -1190455)
(1001037, 1122931)
(1001041, -971665)
(1001049, -1876140)
(1001051, 1478020)
(1001056, 83322)
(1001059, 275391)
(1001064, -1701491)
(1001070, 222342)
(1001075, 732487)
(1001077, -1239482)
(1001082, -986819)
(1001083, 1432715)
(1001084, -1999072)
(1001085, 1682009)
(1001086, 1247109)
(1001089, 1397673)
(1001093, 473215)
(1001095, 1186890)
(1001095, 232918)
(1001099, 530078)
(1001100, -1027687)
(1001101, 1162952)
(1001102, -1397072)
(1001103, 1684738)
(1001122, -1361309)
(1001122, -1754912)
(1001125, 1804592)
(1001141, -830718)
(1001150, -200498)
(1001150, -1595633)
(1001151, 1921540)
(1001151, -98301)
(1001154, -1081979)
(1001161, 1155661)
(1001166, 604950)
(1001166, 766720)
(1001169, -250348)
(1001170, -223786)
(1001182, -33069)
(1001184, 1196022)
(1001185, 1336959)
(1001186, -1178607)
(1001187, 1091393)
(1001210, -1066667)
(1001213, 1211534)
(1001218, 368409)
(1001218, -1799391)
(1001223, -1647386)
(1001227, 1770213)
(1001238, 601403)
(1001246, 1259728)
(1001247, -1805453)
(1001250, 971190)
(1001251, -1881359)
(1001255, 175308)
(1001261, -502378)
(1001262, 1573974)
(1001265, -502863)
(1001266, -1011327)
(1001271, -901887)
(1001271, -1946580)
(1001272, -1745882)
(1001276, 625466)
(1001282, 538542)
(1001283, -911132)
(1001284, -1640536)
(1001298, -1518248)
(1001303, 1639114)
(1001305, 1128496)
(1001308, 1512857)
(1001308, 1743277)
(1001312, 662443)
(1001320, -1606212)
(1001320, -1420319)
(1001321, -1143912)
(1001323, -1657668)
(1001327, -1746176)
(1001328, -1830102)
(1001331, 543269)
(1001337, 1047854)
(1001337, 416693)
(1001342, -1888112)
(1001350, -303331)
(1001350, 40702)
(1001352, -1660002)
(1001354, -656527)
(1001359, 1530938)
(1001361, 1899369)
(1001365, -849134)
(1001375, 80761)
(1001394, -1782779)
(1001394, -454721)
(1001399, -899459)
(1001404, 203695)
(1001411, -1441083)
(1001412, -418990)
(1001422, 292611)
(1001446, 1928054)
(1001452, 214561)
(1001456, 1924569)
(1001469, -1818017)
(1001469, -142376)
(1001469, -973875)
(1001471, 163509)
(1001472, 1063133)
(1001474, -1489020)
(1001476, 1962710)
(1001479, 1406882)
(1001480, 1930485)
(1001481, 1592547)
(1001484, 631521)
(1001500, -697200)
(1001506, -1456857)
(1001507, -654096)
(1001509, -306131)
(1001516, -1733598)
(1001519, -681443)
(1001524, 294501)
(1001526, 59111)
(1001535, 13840)
(1001545, 296463)
(1001546, -968139)
(1001553, -527520)
(1001556, 1005455)
(1001564, 464528)
(1001567, -445186)
(1001581, 624785)
(1001584, -1407221)
(1001587, 175947)
(1001588, -1939142)
(1001590, -1835391)
(1001590, 1491386)
(1001601, 945520)
(1001604, 1154281)
(1001605, 445704)
(1001609, 940082)
(1001613, -191964)
(1001615, 313552)
(1001620, -559065)
(1001623, 128165)
(1001623, 1700208)
(1001635, 1857122)
(1001636, 1857526)
(1001639, -911235)
(1001641, -1751970)
(1001642, 856523)
(1001645, -62686)
(1001646, -1866554)
(1001647, -666674)
(1001647, 1911436)
(1001647, -1454990)
(1001649, -586295)
(1001649, -633765)
(1001651, 1045715)
(1001652, 1967654)
(1001654, 1747173)
(1001659, -749060)
(1001661, 58248)
(1001669, -1835350)
(1001670, -1327478)
(1001678, -1116466)
(1001679, 265951)
(1001681, 89530)
(1001685, 199531)
(1001692, -480040)
(1001694, -1217771)
(1001697, -1389212)
(1001698, -705427)
(1001698, -1479628)
(1001699, 376451)
(1001700, -744036)
(1001714, 381096)
(1001720, 249719)
(1001724, -1824020)
(1001727, -864412)
(1001728, -477995)
(1001731, 1934522)
(1001735, 934956)
(1001736, 1832066)
(1001738, -831220)
(1001740, 1373845)
(1001745, 1020298)
(1001747, -1496810)
(1001748, -202575)
(1001756, -1825990)
(1001767, 52843)
(1001770, 403934)
