Process 4
Received total number of points (1000000)
Local number of points: 125000
(-2130, -668879)
(-2129, 1853424)
(-2129, -328490)
(-2126, 664117)
(-2121, 48961)
(-2121, -1614552)
(-2120, -847093)
(-2117, -990457)
(-2101, 10415)
(-2093, 1950062)
(-2093, 754128)
(-2093, -586723)
(-2093, -17377)
(-2087, 1744100)
(-2086, 282235)
(-2078, 1527334)
(-2075, -683626)
(-2073, -942525)
(-2070, -1392869)
(-2068, 1203204)
(-2061, -407728)
(-2060, -1607912)
(-2056, 370808)
(-2053, -1570190)
(-2052, 983965)
(-2034, -994734)
(-2032, 603530)
(-2022, -107162)
(-2019, 1477392)
(-2006, 1529836)
(-2002, 1212582)
(-1995, 1590051)
(-1992, -649759)
(-1991, -1452313)
(-1990, 201496)
(-1986, 1304168)
(-1979, 1954467)
(-1979, 614769)
(-1977, -525180)
(-1973, -1198893)
(-1967, -1964634)
(-1967, -1506866)
(-1961, 1899187)
(-1958, 1073144)
(-1956, 265881)
(-1950, -855239)
(-1948, -724211)
(-1946, 1494190)
(-1940, 1640193)
(-1939, 1021688)
(-1933, -673253)
(-1927, 399371)
(-1920, 38521)
(-1918, -989025)
(-1913, -1853604)
(-1912, -50757)
(-1912, 1253627)
(-1905, -610454)
(-1904, -1227058)
(-1901, 527577)
(-1901, -259544)
(-1885, 1909136)
(-1881, -1185925)
(-1879, 1299010)
(-1879, 452369)
(-1877, -1231959)
(-1869, -795301)
(-1859, 524497)
(-1856, 1619094)
(-1856, -1578522)
(-1847, 306103)
(-1845, 920614)
(-1842, -1606269)
(-1834, -457344)
(-1833, 402484)
(-1826, -830490)
(-1826, -1878851)
(-1816, 1179518)
(-1801, -1047201)
(-1799, -1118925)
(-1798, 356175)
(-1792, -243554)
(-1789, 303360)
(-1786, 1003240)
(-1784, -1027505)
(-1774, 338583)
(-1768, -1811974)
(-1768, 924380)
(-1767, 1322662)
(-1751, -1475089)
(-1746, -777712)
(-1745, -282585)
(-1743, -1793590)
(-1742, -280808)
(-1735, 981894)
(-1734, -1904751)
(-1733, -218445)
(-1732, 1831933)
(-1730, -1444264)
(-1728, 79018)
(-1722, 298615)
(-1722, -1607176)
