Process 3
Received total number of points (1000000)
Local number of points: 125000
(-503783, 172679)
(-503773, 177462)
(-503772, 1635570)
(-503765, -355569)
(-503755, 1768640)
(-503755, 1991330)
(-503752, 695447)
(-503746, -819148)
(-503743, 387617)
(-503743, 1555252)
(-503742, 1635733)
(-503739, -1137178)
(-503736, -1068893)
(-503728, -1394247)
(-503728, 140069)
(-503728, -609682)
(-503725, -1371524)
(-503723, -1167103)
(-503713, 1162184)
(-503711, -1905774)
(-503703, -1372397)
(-503703, 37131)
(-503702, -1520636)
(-503699, -216565)
(-503692, 1015663)
(-503682, 487190)
(-503680, 1113350)
(-503680, -1022541)
(-503677, 81809)
(-503677, -920046)
(-503676, -865271)
(-503674, -295241)
(-503671, -923039)
(-503670, 1285194)
(-503665, 792923)
(-503651, -400959)
(-503647, -272685)
(-503644, 46618)
(-503639, 607958)
(-503639, -630399)
(-503634, -1987978)
(-503626, 1570789)
(-503612, -764438)
(-503608, 1332277)
(-503607, -1706570)
(-503599, -157637)
(-503596, 116111)
(-503593, -911839)
(-503593, -1252465)
(-503587, -900865)
(-503583, -388364)
(-503582, 671732)
(-503579, -1016418)
(-503578, -103944)
(-503565, -1089004)
(-503564, 1473203)
(-503558, -1275626)
(-503558, -474873)
(-503551, -16551)
(-503550, -726246)
(-503547, -1390565)
(-503545, -610663)
(-503537, -1974182)
(-503535, -1642991)
(-503534, -1626682)
(-503532, -1230248)
(-503529, -111819)
(-503523, -442545)
(-503521, -613021)
(-503512, -5840)
(-503511, -1061290)
(-503500, -1617120)
(-503496, 1310243)
(-503491, 1433500)
(-503491, -1710759)
(-503478, 1333331)
(-503477, -958245)
(-503476, 368657)
(-503473, -1875773)
(-503467, -1780818)
(-503461, 1712943)
(-503460, -286304)
(-503453, 1136121)
(-503448, -528347)
(-503447, -888767)
(-503447, 1273923)
(-503446, 1211340)
(-503445, -1545949)
(-503442, 1269708)
(-503440, 49447)
(-503427, -1288738)
(-503425, -1792465)
(-503424, 170716)
(-503422, 748421)
(-503406, -406448)
(-503402, -244239)
(-503401, 1104059)
(-503396, -1745998)
(-503395, 293630)
(-503377, -1726956)
(-503376, -1114578)
(-503375, 1784234)
(-503374, -499621)
(-503367, 181284)
(-503367, 770578)
(-503352, 1024676)
(-503349, -1194157)
(-503348, -1977189)
(-503348, -1711776)
(-503327, 1116590)
(-503320, 583361)
(-503314, 74658)
(-503307, 987490)
(-503306, 269551)
(-503305, 1532869)
(-503304, 1369928)
(-503301, -1856725)
(-503300, 1197466)
(-503296, -615841)
(-503285, -1634871)
(-503283, 1546679)
(-503281, 47281)
(-503273, -877922)
(-503272, -1611689)
(-503262, -463452)
(-503253, 655975)
(-503241, 1360034)
(-503239, 1632065)
(-503230, -1962149)
(-503230, -1671819)
(-503229, 1296690)
(-503227, 1302944)
(-503224, -1116100)
(-503223, 377153)
(-503219, 862283)
(-503216, 54948)
(-503210, 1151098)
(-503202, 676297)
(-503202, 1626822)
(-503201, -1213347)
(-503196, -664987)
(-503196, 563060)
(-503194, 247666)
(-503194, 384720)
(-503186, 1145120)
(-503185, 92295)
(-503175, -1108450)
(-503171, 1161800)
(-503168, -1068819)
(-503162, -1525475)
(-503158, -647100)
(-503156, 897934)
(-503152, -255640)
(-503148, -1856353)
(-503145, -1994964)
(-503145, 1349616)
(-503140, 285136)
(-503138, 451386)
(-503136, 575410)
(-503132, 1702320)
(-503128, 960276)
(-503122, 1498618)
(-503120, -1633333)
(-503113, -793954)
(-503108, -1804652)
