Process 5
Received total number of points (1000000)
Local number of points: 125000
(498848, -948229)
(498854, 1098884)
(498854, -1304030)
(498862, 21305)
(498865, -723489)
(498865, -1947908)
(498868, 622240)
(498869, -296805)
(498870, 491415)
(498871, -315453)
(498895, -502080)
(498899, -496580)
(498901, -1540786)
(498901, 1554791)
(498902, 1060403)
(498902, 89709)
(498903, -1217201)
(498903, 1503851)
(498906, 1016989)
(498918, -1379740)
(498921, 1258403)
(498922, -1518343)
(498926, -40760)
(498928, -694225)
(498931, -344372)
(498934, 1127368)
(498935, 1268117)
(498952, 206286)
(498957, 765638)
(498957, -75691)
(498962, -1938899)
(498962, -1111556)
(498963, -926059)
(498965, -75850)
(498966, 1361239)
(498966, -1595978)
(498967, 224740)
(498976, -831057)
(498988, -539467)
(498996, 1321177)
(498999, -189136)
(499003, 884618)
(499003, 1799216)
(499004, -177573)
(499005, 1120220)
(499005, -248822)
(499016, 1733884)
(499019, -445279)
(499020, 1269708)
(499025, 1021626)
(499029, 787723)
(499029, 1392218)
(499031, 902735)
(499031, -1933797)
(499033, -1836634)
(499039, -1797547)
(499041, 931730)
(499047, -79075)
(499053, 165015)
(499054, 1137887)
(499057, -1902693)
(499060, -1402178)
(499068, -1929689)
(499069, 1323366)
(499074, -564703)
(499075, -536647)
(499095, 1916949)
(499097, -1181160)
(499097, 1009351)
(499101, 947975)
(499102, 38297)
(499102, -455133)
(499113, 981312)
(499113, -1682451)
(499114, 247930)
(499119, -1721578)
(499123, -897391)
(499125, -741377)
(499128, 1645969)
(499131, 1888961)
(499139, -1832912)
(499141, -719673)
(499142, 1240961)
(499144, 1598940)
(499147, 1643358)
(499152, -1824408)
(499153, -779533)
(499156, -98836)
(499161, 1424752)
(499166, 865099)
(499169, 1225909)
(499171, 1891661)
(499173, 43426)
(499174, -1447141)
(499176, 1160928)
(499179, -30680)
(499182, -1874626)
(499185, 1858562)
(499186, 1259719)
(499203, 295871)
(499206, -1982846)
(499217, 840785)
(499217, 1107616)
(499222, -190472)
(499222, 1321280)
(499227, 857476)
(499242, -306781)
(499243, -892932)
(499254, -1312885)
(499255, -1205602)
(499255, -1514701)
(499270, -1400070)
(499279, 1350349)
(499293, -1139254)
(499297, -1733572)
(499303, 1393716)
(499304, 1547412)
(499304, 1311780)
(499306, 1747207)
(499313, -1862613)
(499328, -180195)
(499332, 1926889)
(499333, 210115)
(499335, 856919)
(499336, -1039778)
(499340, -566212)
(499341, -281946)
(499342, 649899)
(499347, 1725254)
(499349, -997162)
(499349, -495407)
(499352, 1526301)
(499355, 1506731)
(499358, 1115055)
(499366, 141950)
(499380, -509033)
(499398, -1561394)
(499405, -1467798)
(499406, 1405119)
(499417, -808345)
(499427, 1163379)
(499427, -1753831)
(499428, -662126)
(499430, -1520094)
(499431, -1059610)
(499435, -155056)
(499437, -1011917)
(499438, 377611)
(499455, -729082)
(499463, -313047)
(499463, -1541014)
(499465, 8744)
(499470, 851885)
(499479, 1881001)
(499488, -207761)
(499488, 547379)
(499491, -1402948)
(499499, 81978)
(499502, 1739792)
(499503, 1741618)
(499510, 1935638)
(499510, -762078)
(499523, -1881867)
(499526, 1069933)
(499544, 280196)
(499546, 1247590)
(499546, -1731834)
(499548, -1771496)
(499550, -1283158)
(499552, 458167)
(499553, -784993)
(499554, 1362459)
(499557, 1459467)
(499558, 564064)
(499562, 855788)
(499563, 657650)
(499566, 126361)
(499567, -1857849)
(499568, 1535322)
(499568, -1266450)
(499571, 266804)
(499572, -1943202)
(499572, 887344)
(499577, 1260674)
(499579, -1144097)
(499582, -1301324)
(499586, 1180674)
(499605, 1690618)
(499616, 686559)
(499626, 377349)
(499626, -66190)
(499643, 852438)
(499647, -95381)
(499649, -709271)
(499658, 1704972)
(499659, -1955605)
(499663, -1043792)
(499664, -1506640)
(499677, 1499911)
(499680, -22808)
(499683, 1372289)
(499691, -348882)
(499696, 42041)
(499699, 1836640)
(499703, 1481099)
(499704, 260667)
(499705, -589518)
(499706, -1119085)
(499706, 1969122)
(499707, 1315634)
(499713, -1495893)
(499716, -1115699)
(499717, -1653977)
(499725, 273067)
(499732, 1356863)
(499736, 1069527)
(499739, -276683)
(499740, -85859)
(499753, -523485)
(499756, -1132282)
(499757, 963474)
(499759, 115720)
(499763, 968395)
(499767, -700642)
(499768, 1973653)
(499769, 1870235)
(499772, 944399)
(499775, -1180402)
(499787, -296316)
(499788, 397950)
(499789, -1247784)
(499792, 408651)
(499798, -1463436)
(499802, -501623)
(499802, 216517)
(499820, -976782)
(499830, 1699879)
(499833, -1508055)
(499841, -126803)
(499843, -94463)
(499843, -475750)
(499846, -1117170)
(499854, 1274726)
(499858, -1572695)
(499858, -826158)
(499861, 638626)
(499861, -312222)
(499870, 1458403)
(499871, -197403)
(499887, -1502291)
(499891, 1647648)
(499891, -892958)
(499899, -196307)
(499911, 575637)
(499921, -1819572)
